game_key	id	en	zh_new	notes
all	9107313	A prized relic of the Blood Ravens 9th company, this missile launcher last saw service during a bold raid on Tau armored columns during the Kaurava Campaign. By the time the sun rose fully over the Clement Hills, thirty Tau skimmer-tanks and crisis suits were smoking ruins. 	血鴉第九連珍藏的上古聖物。這具導彈發射器最後一次服役，是在考拉瓦戰役中一次大膽突襲鈦族裝甲縱隊之時。當太陽完全升上仁慈丘陵時，三十輛鈦族浮空坦克與危機戰鬥服都已化為冒煙廢墟。	2026-05-17 14:19 JST main chat Tau relic lore polish
all	9041725	Tough melee troops equipped with a Choppa and Slugga. Can be upgraded with Burnas and with a Nob Leader to unlock the Swamp Em' ability.	裝備砍刀和手槍的堅韌近戰部隊。可升級火焰噴射器，並升級老大頭領以解鎖「淹沒他們」能力。	2026-05-17 14:19 JST main chat unit description polish
all	9041773	Can be upgraded with the Big Shoota which grants the Aiming? Wotz Dat? ability. Can also be upgraded with a Nob Leader for greater durability.	可升級大槍，獲得「瞄準？那是啥？」能力。也可升級老大頭領以提高耐久。	2026-05-17 14:19 JST main chat unit description polish
all	9044968	Lightly armored melee unit.  Can also bombard units from a distance with Stikkbombz.	輕裝甲近戰單位，也能用棒槌炸彈從遠距離轟炸敵軍。	2026-05-17 14:19 JST main chat unit description polish
all	9046565	Gives the Apothecary more health, health regeneration and grants the Advanced Healing ability that allows him to heal allies that are near him. If the Apothecary is knocked unconscious, there is a chance he will be revived shortly after.	提高藥劑師生命值與生命恢復，並賦予進階治療能力，使他能治療附近盟友。若藥劑師失去意識，有機率在短時間後復甦。	2026-05-17 14:19 JST main chat unit description polish
all	9046720	Excels at stealth and hit and run attacks. Gives fear debuffs to nearby enemies when it attacks. Increases the the fear debuff that all Lictors cause to enemies they attack	擅長滲透和打帶跑攻擊。攻擊時會對附近敵人施加恐懼減益，並提高所有利卡特對攻擊目標造成的恐懼效果。	2026-05-17 14:19 JST main chat unit description polish
all	9049014	Fast and disruptive, excels at rushing into enemy lines or surprising them by tunneling beneath them. Grants the Fleet of Claw ability to Raveners.	迅捷且擅長擾亂敵軍，適合衝入敵陣，或從地下掘進突襲敵人。賦予掘蟒蟲「迅捷之爪」能力。	2026-05-17 14:19 JST main chat unit description polish
all	9049276	sneaky boy who likes to stab and shoot from the shadows, grants Kommando Squad big shootas 	鬼祟的小子，喜歡從陰影中捅人和開槍。賦予突擊隊小子小隊大槍。	2026-05-17 14:19 JST main chat unit description polish
all	9054510	Ambush Imperial Transport Column	伏擊帝國運輸縱隊	2026-05-17 14:19 JST main chat objective title polish
all	9067431	Strategic assets like these grant us combat advantages and allow us to more easily reinforce in the field.	這類戰略資產能為我們提供戰鬥優勢，並讓我們更容易在戰場上增援。	2026-05-17 14:19 JST main chat strategic asset polish
all	9067455	Sufficient donations of this sort will grant you a new piece of wargear in return. 	捐獻足夠數量的此類物資後，你會獲得一件新的戰爭裝備作為回報。	2026-05-17 14:19 JST main chat strategic asset polish
all	9068520	I have removed the Captain from the stasis field.	我已將連長移出停滯力場。	2026-05-17 14:19 JST main chat Thule stasis polish
all	9061667	As each squad under your control kills enemies and accomplishes objectives, you will be rewarded with Experience (XP.	你控制的每支小隊擊殺敵人並完成目標時，都會獲得經驗值（XP）。	2026-05-17 14:19 JST main chat tutorial polish
all	9061677	Click on the supply wargear (any mouse button) to pick it up. All squads will receive more uses of their limited abilities, like Grenades or Medpacks.	點擊補給戰爭裝備（任意滑鼠鍵）即可拾取。所有小隊都會獲得更多有限次數能力的使用次數，例如手雷或急救包。	2026-05-17 14:19 JST main chat tutorial polish
all	9066820	Your strike force can deliver a killing blow while it feeds.	你的打擊部隊可以趁它進食時給予致命一擊。	2026-05-17 14:19 JST main chat campaign prose polish
all	9066870	In order to recover any data on the Hive Fleet, you will need to align the array from the ground, Commander. 	指揮官，為了回收蟲巢艦隊的資料，你必須在地面校準陣列。	2026-05-17 14:19 JST main chat campaign prose polish
